Student ID,Operating System,DSA,Frontend,Backend,Machine Learning,Data Analytics,Project 1,Project 2,Project 3,Project 4
1311,57,14,45,50,29,48,Machine Learning,AI,AI,Web Development
1312,45,80,63,58,34,12,Machine Learning,Cybersecurity,Web Development,AI
1313,95,27,30,38,74,38,Web Development,Game Development,Cybersecurity,Robotics
1314,55,63,35,93,52,30,Machine Learning,Web Development,Game Development,Data Science
1315,63,39,40,20,24,31,Cybersecurity,Cybersecurity,Web Development,Web Development
1316,67,45,51,29,9,36,Machine Learning,AI,Data Science,AI
1317,70,22,15,20,38,5,Data Science,Web Development,AI,Game Development
1318,31,92,66,6,6,34,Robotics,Cybersecurity,Data Science,Machine Learning
1319,6,57,6,38,94,80,Game Development,Game Development,Robotics,Machine Learning
1320,81,70,33,46,37,27,Web Development,Data Science,AI,Cybersecurity
1321,81,44,82,35,39,96,Robotics,Machine Learning,Data Science,AI
1322,12,6,59,98,69,96,Game Development,Game Development,Data Science,Cybersecurity
1323,20,52,15,68,52,81,Machine Learning,Game Development,Cybersecurity,Machine Learning
1324,76,75,38,87,56,73,Cybersecurity,Machine Learning,Web Development,Game Development
1325,73,81,30,6,85,93,AI,AI,Cybersecurity,Cybersecurity
1326,12,34,14,49,16,54,Machine Learning,Data Science,Data Science,Data Science
1327,5,57,91,75,80,79,Machine Learning,Web Development,Cybersecurity,Machine Learning
1328,33,91,83,69,87,8,Data Science,Web Development,Game Development,Web Development
1329,16,85,70,66,97,34,Data Science,Machine Learning,Web Development,Web Development
1330,51,22,56,97,22,44,Game Development,Web Development,AI,Web Development
1331,65,66,56,53,46,12,AI,Web Development,Robotics,Robotics
1332,52,82,72,90,96,5,Robotics,Game Development,Robotics,Game Development
1333,66,100,42,19,26,48,Web Development,Game Development,Game Development,Cybersecurity
1334,80,66,9,41,78,85,Cybersecurity,AI,Game Development,Robotics
1335,98,47,51,71,51,18,Data Science,Cybersecurity,Robotics,AI
1336,42,88,43,77,32,52,Cybersecurity,Game Development,Web Development,Web Development
1337,85,55,43,60,8,17,Robotics,Machine Learning,Machine Learning,Machine Learning
1338,40,13,99,29,35,89,AI,Data Science,Machine Learning,AI
1339,95,83,90,94,43,36,Cybersecurity,Game Development,Web Development,Web Development
1340,59,38,49,36,14,70,Machine Learning,Machine Learning,AI,Web Development
1341,87,39,85,85,98,14,Robotics,Robotics,Robotics,Game Development
1342,64,79,96,69,55,59,Web Development,Data Science,Robotics,Data Science
1343,11,81,32,71,26,37,Machine Learning,Robotics,Game Development,Data Science
1344,8,37,65,20,83,17,Robotics,Machine Learning,Machine Learning,Data Science
1345,67,15,74,67,98,36,Machine Learning,Data Science,Data Science,Web Development
1346,11,26,79,24,64,58,Data Science,Cybersecurity,Game Development,Machine Learning
1347,65,64,31,73,48,87,Cybersecurity,Cybersecurity,Cybersecurity,Machine Learning
1348,99,56,11,10,12,8,Web Development,Data Science,Web Development,Machine Learning
1349,55,48,17,45,71,55,Web Development,Cybersecurity,Game Development,Game Development
1350,46,49,33,18,53,41,Robotics,Machine Learning,AI,Game Development
1351,90,88,13,85,78,27,Data Science,Data Science,AI,AI
1352,61,89,59,37,65,38,Web Development,Machine Learning,AI,Web Development
1353,11,86,81,86,39,50,Web Development,AI,Game Development,Web Development
1354,18,21,36,7,54,54,Machine Learning,AI,Data Science,Robotics
1355,80,46,95,38,66,54,Web Development,Data Science,Data Science,Game Development
1356,35,36,99,28,51,100,Cybersecurity,Data Science,Game Development,Game Development
1357,42,83,69,43,36,54,Machine Learning,Data Science,Game Development,Data Science
1358,27,69,10,55,40,36,Game Development,Machine Learning,Robotics,Robotics
1359,34,64,5,56,11,35,Web Development,Cybersecurity,Data Science,Robotics
1360,5,20,87,15,42,9,AI,Robotics,Data Science,AI
1361,88,99,11,91,80,72,Game Development,Data Science,Data Science,Robotics
1362,76,47,25,41,25,95,Web Development,AI,Cybersecurity,Cybersecurity
1363,46,41,91,55,73,58,Game Development,Web Development,Robotics,Game Development
1364,65,63,22,93,87,54,Game Development,Machine Learning,Game Development,Robotics
1365,99,20,87,49,14,64,Web Development,Machine Learning,Machine Learning,Machine Learning
1366,94,99,70,77,89,80,Web Development,Machine Learning,Cybersecurity,Web Development
1367,7,28,17,35,55,67,Cybersecurity,Robotics,Game Development,Game Development
1368,30,54,20,23,53,67,Machine Learning,Machine Learning,Data Science,Data Science
1369,42,65,88,61,6,17,Web Development,AI,Game Development,AI
1370,61,25,13,59,10,30,Data Science,Game Development,Robotics,Data Science
1371,26,5,9,39,95,40,AI,Cybersecurity,Web Development,Data Science
1372,81,43,11,76,77,35,Machine Learning,Web Development,Data Science,Web Development
1373,33,51,19,61,9,7,Cybersecurity,AI,Cybersecurity,Robotics
1374,34,94,58,85,10,65,Data Science,Robotics,Robotics,Machine Learning
1375,92,29,36,35,35,30,Web Development,Machine Learning,Web Development,Machine Learning
1376,57,63,52,90,75,47,Game Development,Machine Learning,Game Development,AI
1377,96,25,45,98,99,81,Web Development,Cybersecurity,Cybersecurity,AI
1378,42,75,70,29,34,48,Web Development,Cybersecurity,Web Development,Machine Learning
1379,15,95,96,75,42,60,Data Science,Robotics,Web Development,Robotics
1380,34,17,48,76,38,66,Machine Learning,Machine Learning,Robotics,Web Development
1381,16,8,13,40,9,85,Cybersecurity,Machine Learning,Data Science,Cybersecurity
1382,90,67,37,100,88,80,Data Science,Robotics,Cybersecurity,AI
1383,32,88,99,46,60,45,Web Development,Cybersecurity,AI,AI
1384,10,19,41,27,66,89,Web Development,Robotics,AI,Web Development
1385,47,37,18,6,92,70,AI,Data Science,AI,Machine Learning
1386,81,96,25,73,81,72,Web Development,Machine Learning,Machine Learning,Cybersecurity
1387,93,61,58,72,31,68,AI,AI,Data Science,Web Development
1388,77,65,93,28,49,100,AI,AI,Machine Learning,Web Development
1389,33,19,8,67,68,96,Cybersecurity,Data Science,Web Development,Robotics
1390,36,55,42,87,58,43,Web Development,Robotics,Machine Learning,AI
1391,40,56,25,68,14,13,Web Development,AI,Machine Learning,Cybersecurity
1392,78,54,39,68,7,80,Web Development,AI,Web Development,Game Development
1393,6,56,39,10,12,93,Machine Learning,Robotics,AI,Robotics
1394,67,10,79,35,57,19,Machine Learning,Game Development,Web Development,AI
1395,71,10,98,81,42,54,Web Development,AI,Data Science,Data Science
1396,9,18,91,100,86,69,Game Development,Cybersecurity,Robotics,Machine Learning
1397,66,73,74,19,75,92,Web Development,Game Development,Data Science,Cybersecurity
1398,87,49,15,35,33,45,Data Science,Data Science,Robotics,Machine Learning
1399,64,21,31,24,91,72,Machine Learning,Data Science,Web Development,Machine Learning
1400,41,87,40,59,19,94,Machine Learning,Web Development,Data Science,Web Development
1401,64,57,11,91,82,9,Web Development,AI,Robotics,Machine Learning
1402,59,26,8,59,82,38,Web Development,Robotics,AI,AI
1403,22,79,14,91,83,56,AI,Web Development,AI,Machine Learning
1404,26,23,87,57,58,26,Cybersecurity,Machine Learning,Data Science,AI
1405,90,100,50,45,86,21,Machine Learning,AI,AI,Cybersecurity
1406,48,5,33,88,6,32,Data Science,Game Development,Game Development,AI
1407,83,71,79,27,74,58,Web Development,Web Development,Cybersecurity,Data Science
1408,34,77,78,96,10,57,Cybersecurity,Robotics,Cybersecurity,Machine Learning
1409,30,28,86,71,55,42,Game Development,Robotics,Game Development,Data Science
1410,100,23,22,79,52,86,AI,Game Development,Web Development,Game Development
1411,75,59,20,45,12,49,Cybersecurity,Data Science,AI,Web Development
1412,23,59,92,37,64,12,Game Development,Cybersecurity,Data Science,Robotics
1413,37,54,73,89,78,11,Web Development,Machine Learning,Data Science,Web Development
1414,40,9,37,69,23,66,Data Science,Game Development,Robotics,Machine Learning
1415,40,34,92,72,23,25,Robotics,Robotics,AI,Machine Learning
1416,56,40,53,79,54,60,Game Development,Data Science,Robotics,Machine Learning
1417,72,15,14,69,26,71,Cybersecurity,Robotics,Data Science,Game Development
1418,25,78,40,34,71,92,Machine Learning,AI,Web Development,Cybersecurity
1419,36,68,28,95,91,92,Machine Learning,Robotics,Robotics,Data Science
1420,95,39,51,66,57,43,Web Development,Data Science,Machine Learning,Web Development
1421,32,30,20,15,96,17,Game Development,Robotics,Machine Learning,Web Development
1422,12,96,61,24,77,65,Robotics,AI,AI,Machine Learning
1423,57,24,68,19,100,61,Web Development,Data Science,Game Development,Data Science
1424,31,45,10,84,12,74,Machine Learning,Game Development,Data Science,Game Development
1425,57,69,27,19,97,16,Machine Learning,Game Development,Robotics,AI
1426,44,58,53,91,57,71,Game Development,Robotics,AI,Data Science
1427,91,74,5,86,17,36,Machine Learning,Robotics,Web Development,Machine Learning
1428,91,28,100,27,70,19,AI,Robotics,Cybersecurity,Robotics
1429,100,62,91,76,95,31,Robotics,Data Science,Machine Learning,Machine Learning
1430,75,19,96,98,98,59,Game Development,Game Development,Data Science,Game Development
1431,33,11,80,67,58,24,Game Development,Robotics,Robotics,Web Development
1432,63,76,53,16,64,8,Web Development,Game Development,Game Development,Machine Learning
1433,78,16,55,62,14,5,Data Science,Web Development,Game Development,Game Development
1434,79,82,75,64,26,53,Machine Learning,Game Development,Web Development,Robotics
1435,45,86,66,6,57,42,Machine Learning,AI,Game Development,Machine Learning
1436,49,98,90,18,32,58,AI,Cybersecurity,Web Development,Cybersecurity
1437,33,74,13,67,6,32,AI,Data Science,Cybersecurity,Game Development
1438,98,5,82,44,79,89,Game Development,Robotics,Robotics,Robotics
1439,91,78,52,12,71,80,Cybersecurity,Data Science,Data Science,Data Science
1440,100,20,50,8,5,11,Data Science,Game Development,Robotics,Robotics
1441,81,89,81,76,77,29,Game Development,Data Science,AI,Cybersecurity
1442,62,54,82,14,87,53,Web Development,Game Development,Robotics,Game Development
1443,31,55,93,58,29,71,AI,Machine Learning,AI,Robotics
1444,67,54,99,48,15,84,Data Science,Game Development,Web Development,Web Development
1445,30,72,24,80,46,58,Machine Learning,Web Development,AI,Cybersecurity
1446,70,72,27,89,37,56,Robotics,Cybersecurity,Data Science,Data Science
1447,59,64,96,55,69,29,AI,Game Development,Game Development,Robotics
1448,32,58,38,96,69,62,Machine Learning,AI,Cybersecurity,Data Science
1449,37,28,30,33,99,35,Robotics,Web Development,Robotics,Robotics
1450,92,55,79,52,98,43,Data Science,Cybersecurity,Robotics,Robotics
1451,84,41,13,84,83,39,Game Development,AI,Robotics,Cybersecurity
1452,28,84,6,59,34,49,Cybersecurity,Robotics,Cybersecurity,AI
1453,96,48,34,31,52,22,Cybersecurity,Game Development,AI,Robotics
1454,22,83,30,69,73,92,Robotics,Data Science,Cybersecurity,Data Science
1455,41,58,83,32,9,99,Web Development,Robotics,Robotics,Game Development
1456,100,37,65,27,48,56,Robotics,Game Development,Cybersecurity,Web Development
1457,64,40,31,96,55,71,Robotics,Game Development,Robotics,Data Science
1458,93,81,84,68,42,90,AI,Game Development,Game Development,Machine Learning
1459,62,56,48,14,58,41,Machine Learning,Web Development,AI,Robotics
1460,75,9,51,56,96,89,Robotics,Cybersecurity,Data Science,AI
1461,81,76,15,14,68,80,Robotics,Data Science,AI,Machine Learning
1462,25,40,43,16,85,58,AI,Robotics,Cybersecurity,AI
1463,27,5,33,71,34,18,AI,Cybersecurity,Web Development,AI
1464,28,16,15,77,65,90,Machine Learning,Web Development,Game Development,AI
1465,43,83,65,29,40,47,Data Science,AI,AI,AI
1466,85,68,73,23,95,17,Robotics,Cybersecurity,Game Development,Machine Learning
1467,58,32,86,17,76,59,Machine Learning,Robotics,AI,Web Development
1468,87,19,15,94,20,16,Web Development,Machine Learning,Cybersecurity,AI
1469,34,70,62,92,35,72,Game Development,Robotics,Cybersecurity,Game Development
1470,27,9,70,60,83,81,Data Science,AI,Machine Learning,Machine Learning
1471,24,75,89,9,61,16,Game Development,Cybersecurity,Data Science,Game Development
1472,82,40,37,90,48,18,Cybersecurity,Web Development,Machine Learning,Game Development
1473,20,7,16,14,10,10,Cybersecurity,Game Development,AI,Web Development
1474,74,65,43,73,19,21,Robotics,Robotics,Robotics,Robotics
1475,78,98,77,54,100,43,AI,Web Development,Game Development,Machine Learning
1476,85,96,32,95,12,25,Game Development,Web Development,Machine Learning,Game Development
1477,32,23,19,76,16,97,Game Development,Data Science,Cybersecurity,Web Development
1478,85,35,81,77,40,95,Cybersecurity,AI,Machine Learning,Machine Learning
1479,30,18,33,93,39,25,Data Science,Robotics,Web Development,AI
1480,46,10,52,86,41,41,Robotics,Data Science,Cybersecurity,AI
1481,73,66,13,5,56,10,Cybersecurity,Cybersecurity,Machine Learning,Game Development
1482,35,34,17,8,28,94,Web Development,Machine Learning,Web Development,Data Science
1483,57,24,48,15,36,18,AI,Web Development,Robotics,AI
1484,87,51,80,56,94,89,AI,Web Development,Data Science,Cybersecurity
1485,95,100,84,57,59,43,Machine Learning,Machine Learning,Cybersecurity,Robotics
1486,28,49,26,64,36,52,AI,Game Development,Game Development,Web Development
1487,73,16,25,25,98,29,AI,Machine Learning,AI,Data Science
1488,10,82,61,85,16,73,Robotics,Machine Learning,Cybersecurity,Data Science
1489,23,47,37,7,22,44,Web Development,Data Science,AI,Game Development
1490,9,10,48,9,34,69,Game Development,Game Development,Data Science,Data Science
1491,81,6,62,52,85,66,Data Science,Game Development,Web Development,Machine Learning
1492,81,70,53,25,44,39,Robotics,AI,Robotics,Machine Learning
1493,79,38,43,10,36,6,Data Science,Game Development,Game Development,AI
1494,8,17,82,74,73,54,AI,Web Development,Robotics,Web Development
1495,29,92,45,72,59,71,Robotics,AI,Data Science,Data Science
1496,56,74,66,50,55,91,Web Development,Machine Learning,Game Development,Robotics
1497,66,54,100,78,65,13,AI,Machine Learning,Robotics,Cybersecurity
1498,91,63,59,12,41,18,Cybersecurity,AI,Robotics,Game Development
1499,98,46,15,82,21,93,AI,Data Science,Data Science,Robotics
1500,24,92,31,89,47,21,Data Science,Data Science,Cybersecurity,Data Science
1501,81,77,100,40,90,35,Web Development,AI,Data Science,Machine Learning
1502,9,36,84,37,9,79,AI,Web Development,Robotics,Cybersecurity
1503,39,66,92,31,47,98,AI,Web Development,Web Development,Data Science
1504,96,87,34,55,42,91,Cybersecurity,AI,Data Science,Data Science
1505,99,76,45,65,24,27,Game Development,Cybersecurity,Web Development,Data Science
1506,11,76,47,17,75,48,Cybersecurity,Data Science,Game Development,AI
1507,61,35,44,71,45,81,Data Science,AI,Game Development,Machine Learning
1508,18,58,27,46,79,72,AI,Robotics,Data Science,Data Science
1509,34,17,15,39,95,15,Robotics,Web Development,Game Development,Data Science
1510,13,65,29,64,65,42,Cybersecurity,Web Development,AI,Cybersecurity
1511,97,12,69,36,79,67,Robotics,Data Science,Robotics,Cybersecurity
1512,51,41,28,55,24,75,Robotics,Web Development,Web Development,Data Science
1513,39,40,6,61,71,65,AI,Web Development,Web Development,Robotics
1514,53,74,56,53,95,14,Machine Learning,Robotics,Web Development,Web Development
1515,82,37,17,90,94,100,Machine Learning,Web Development,Cybersecurity,Web Development
1516,92,79,13,86,100,10,Game Development,Web Development,Machine Learning,Data Science
1517,77,75,61,85,73,100,Game Development,Machine Learning,Game Development,Web Development
1518,52,12,75,66,57,44,AI,Cybersecurity,Game Development,Game Development
1519,69,77,5,77,30,38,AI,Robotics,Robotics,AI
1520,23,21,49,43,93,85,Cybersecurity,Web Development,Robotics,Robotics
1521,63,76,29,37,88,85,Robotics,AI,Machine Learning,Game Development
1522,74,9,65,49,69,33,AI,Cybersecurity,Web Development,AI
1523,50,5,95,37,22,71,Robotics,Web Development,Data Science,Web Development
1524,46,49,79,74,17,100,Robotics,Robotics,Machine Learning,Web Development
1525,16,24,51,77,66,12,Machine Learning,Machine Learning,Machine Learning,Game Development
1526,35,86,62,77,39,89,Data Science,Game Development,AI,Cybersecurity
1527,69,11,22,90,36,22,Robotics,Cybersecurity,Web Development,Cybersecurity
1528,47,60,87,56,77,45,AI,Robotics,Web Development,Data Science
1529,58,14,27,16,87,5,Game Development,Web Development,AI,Robotics
1530,37,60,39,49,69,36,Web Development,Robotics,Data Science,Data Science
1531,86,59,21,36,42,58,Web Development,Robotics,Machine Learning,AI
1532,36,69,25,52,58,74,Machine Learning,Web Development,Robotics,Robotics
1533,34,16,61,72,74,41,Robotics,Web Development,Robotics,Robotics
1534,72,96,13,44,70,7,Data Science,Cybersecurity,Game Development,Data Science
1535,50,39,51,27,49,95,Web Development,Game Development,Data Science,Machine Learning
1536,85,92,12,20,23,71,AI,Game Development,Data Science,Machine Learning
1537,96,68,78,12,11,65,Game Development,Machine Learning,AI,Game Development
1538,35,65,92,88,6,22,Robotics,AI,AI,AI
1539,70,97,9,11,90,7,Web Development,Game Development,Cybersecurity,Game Development
1540,28,68,25,79,16,24,Game Development,Web Development,Data Science,Robotics
